TRFO 1044-4044   1044 4044 1044 0. 10.0 0. 103. 1000.0 87. 111. 25 0.01 1.0106 1 ;
TRFO 1044-4044-2 1044 4044 1044 0. 10.0 0. 103. 1000.0 87. 111. 25 0.01 1.0106 1 ;
TRFO 1045-4045   1045 4045 1045 0. 10.0 0. 104. 1000.0 87. 111. 25 0.01 1.0146 1 ;
TRFO 1045-4045-2 1045 4045 1045 0. 10.0 0. 104. 1000.0 87. 111. 25 0.01 1.0146 1 ;

TRFO 11-1011 11 1011 11  0.  10.  0.  104.   400.  88.  120.  33  0.01  1.  1 ;
TRFO 12-1012 12 1012 12  0.  10.  0.  105.   600.  88.  120.  33  0.01  1.  1 ;
TRFO 13-1013 13 1013 13  0.  10.  0.  104.   200.  88.  120.  33  0.01  1.  1 ;
TRFO 22-1022 22 1022 22  0.  10.  0.  104.   560.  88.  120.  33  0.01  1.  1 ;
TRFO  1-1041  1 1041  1  0.  10.  0.  100.  1200.  88.  120.  33  0.01  1.  1 ;
TRFO  2-1042  2 1042  2  0.  10.  0.  100.   600.  88.  120.  33  0.01  1.  1 ;
TRFO  3-1043  3 1043  3  0.  10.  0.  101.   460.  88.  120.  33  0.01  1.  1 ;
TRFO  4-1044  4 1044  4  0.  10.  0.   99.  1600.  88.  120.  33  0.01  1.  1 ;
TRFO  5-1045  5 1045  5  0.  10.  0.  100.  1400.  88.  120.  33  0.01  1.  1 ;
TRFO 31-2031 31 2031 31  0.  10.  0.  101.   200.  88.  120.  33  0.01  1.  1 ;
TRFO 32-2032 32 2032 32  0.  10.  0.  106.   400.  88.  120.  33  0.01  1.  1 ;
TRFO 41-4041 41 4041 41  0.  10.  0.  104.  1080.  88.  120.  33  0.01  1.  1 ;
TRFO 42-4042 42 4042 42  0.  10.  0.  103.   800.  88.  120.  33  0.01  1.  1 ;
TRFO 43-4043 43 4043 43  0.  10.  0.  102.  1800.  88.  120.  33  0.01  1.  1 ;
TRFO 46-4046 46 4046 46  0.  10.  0.  102.  1400.  88.  120.  33  0.01  1.  1 ;
TRFO 47-4047 47 4047 47  0.  10.  0.  104.   200.  88.  120.  33  0.01  1.  1 ;
TRFO 51-4051 51 4051 51  0.  10.  0.  105.  1600.  88.  120.  33  0.01  1.  1 ;
TRFO 61-4061 61 4061 61  0.  10.  0.  103.  1000.  88.  120.  33  0.01  1.  1 ;
TRFO 62-4062 62 4062 62  0.  10.  0.  104.   600.  88.  120.  33  0.01  1.  1 ;
TRFO 63-4063 63 4063 63  0.  10.  0.  103.  1180.  88.  120.  33  0.01  1.  1 ;
TRFO 71-4071 71 4071 71  0.  10.  0.  103.   600.  88.  120.  33  0.01  1.  1 ;
TRFO 72-4072 72 4072 72  0.  10.  0.  105.  4000.  88.  120.  33  0.01  1.  1 ;

LFRESV g1 1.068400 4.5119837E-02 ;
LFRESV g2 1.056500 8.9298472E-02 ;
LFRESV g3 1.059500 0.1793230 ;
LFRESV g4 1.033900 0.1401024 ;
LFRESV g5 1.029400 -0.2157000 ;
LFRESV g6 1.008400 -1.037064 ;
LFRESV g7 1.014100 -1.203462 ;
LFRESV g8 1.049800 -0.2934664 ;
LFRESV g9 0.9988000 -2.8420338E-02 ;
LFRESV g10 1.015700 1.7239532E-02 ;
LFRESV g11 1.021100 -0.5068575 ;
LFRESV g12 1.020000 -0.5564212 ;
LFRESV g13 1.017000 -0.9476349 ;
LFRESV g14 1.045400 -0.8709245 ;
LFRESV g15 1.045500 -0.9109196 ;
LFRESV g16 1.053100 -1.118798 ;
LFRESV g17 1.009200 -0.8177645 ;
LFRESV g18 1.030700 -0.7561356 ;
LFRESV g19 1.030000 4.8212241E-04 ;
LFRESV g20 1.018500 0. ;
LFRESV 1011 1.061778 -0.1160180 ;
LFRESV 1012 1.063388 -5.4063648E-02 ;
LFRESV 1013 1.054813 2.1947348E-02 ;
LFRESV 1014 1.061117 7.4298494E-02 ;
LFRESV 1021 1.031098 4.6160229E-02 ;
LFRESV 1022 1.051246 -0.3323992 ;
LFRESV 1041 1.012404 -1.428931 ;
LFRESV 1042 1.014498 -1.176072 ;
LFRESV 1043 1.027439 -1.339932 ;
LFRESV 1044 1.006587 -1.181759 ;
LFRESV 1045 1.011054 -1.250746 ;
LFRESV 2031 1.027887 -0.6398662 ;
LFRESV 2032 1.069461 -0.4175649 ;
LFRESV 4011 1.022450 -0.1317045 ;
LFRESV 4012 1.023550 -9.6629612E-02 ;
LFRESV 4021 1.048839 -0.6297188 ;
LFRESV 4022 0.9946931 -0.3641487 ;
LFRESV 4031 1.036677 -0.6887329 ;
LFRESV 4032 1.048657 -0.7773015 ;
LFRESV 4041 1.050602 -0.9476349 ;
LFRESV 4042 1.042847 -1.001317 ;
LFRESV 4043 1.036973 -1.108472 ;
LFRESV 4044 1.039457 -1.120999 ;
LFRESV 4045 1.053329 -1.202098 ;
LFRESV 4046 1.035719 -1.118889 ;
LFRESV 4047 1.059049 -1.039294 ;
LFRESV 4051 1.065927 -1.239354 ;
LFRESV 4061 1.038702 -1.011017 ;
LFRESV 4062 1.056023 -0.9486815 ;
LFRESV 4063 1.053552 -0.8846087 ;
LFRESV 4071 1.048445 -8.7138198E-02 ;
LFRESV 4072 1.059007 -6.9413155E-02 ;
LFRESV 1 0.9988009 -1.478398 ;
LFRESV 2 1.001191 -1.230248 ;
LFRESV 3 0.9974228 -1.395666 ;
LFRESV 4 0.9996420 -1.233435 ;
LFRESV 5 0.9960814 -1.301834 ;
LFRESV 11 1.002566 -0.1648865 ;
LFRESV 12 0.9975072 -0.1035778 ;
